Date,RSI,RSI_signal,MACD,MACD_signal_line,MACD_signal,ROC,ROC_signal,BB_upper,BB_lower,BB_signal,indicator_signal
2022-04-11,43.8983307811161,Neutral,1.4911791710210025,2.141677268335037,Bearish,-4.779678555621572,Bearish,179.6735144625862,154.1429909695427,Neutral,-1
2022-04-12,46.93544885707599,Neutral,1.0870286630783994,1.9307475472837097,Bearish,-4.040743832724811,Bearish,178.39167036757823,156.65642533554677,Neutral,-1
2022-04-13,51.03094670182847,Neutral,0.9721537105415621,1.7390287799352804,Bearish,-2.961284131584642,Bearish,177.65247053100217,158.45477281616581,Neutral,-1
2022-04-14,44.18220044794966,Neutral,0.471676097102403,1.485558243368705,Bearish,-7.6386078774857,Bearish,177.0326926243572,159.5321099269123,Neutral,-1
2022-04-18,43.90902628382954,Neutral,0.05699668994483886,1.199845932683932,Bearish,-7.144072980920679,Bearish,176.91077997945573,159.76081883646222,Neutral,-1
2022-04-19,47.60455288056368,Neutral,-0.08643381830611929,0.9425899824859217,Bearish,-4.129224346391588,Bearish,176.75868926523535,160.11082367421776,Neutral,-1
2022-04-20,47.359379092318335,Neutral,-0.2111103791470157,0.7118499101593343,Bearish,-4.0617380321205525,Bearish,176.8206437377993,159.89308154296242,Neutral,-1
2022-04-21,46.140075487134936,Neutral,-0.36969351889231916,0.49554122434900366,Bearish,-6.736164931610146,Bearish,176.9241301806978,159.41825873531783,Neutral,-1
2022-04-22,39.827831251881584,Neutral,-0.8516064128529024,0.22611169690862248,Bearish,-7.580266715773471,Bearish,177.19588174608714,157.94332876416678,Neutral,-1
2022-04-25,41.84495493625278,Neutral,-1.134272542750324,-0.04596515102316681,Bearish,-5.208620151789992,Bearish,177.0615319505783,156.91761386240998,Neutral,-1
2022-04-26,34.831114441741704,Neutral,-1.818019285716872,-0.4003759779619078,Bearish,-8.911342098794506,Bearish,177.4098278953636,154.72732115248795,Oversold,-1
2022-04-27,34.59491080339562,Neutral,-2.350974898934396,-0.7904957621564055,Bearish,-7.948708229159743,Bearish,176.74817209350644,153.19523916137635,Neutral,-1
2022-04-28,46.58683786154433,Neutral,-2.1891547575303605,-1.0702275612311967,Bearish,-1.2730150077031845,Bearish,175.42080691101123,153.1381667828364,Neutral,-1
2022-04-29,39.910244192946806,Neutral,-2.5056002586482293,-1.3573021007146033,Bearish,-5.970427779332105,Bearish,174.91119083085377,151.98606563887282,Neutral,-1
2022-05-02,40.386420830919064,Neutral,-2.700743708877951,-1.625990422347273,Bearish,-7.300462337207027,Bearish,174.18589260351632,151.10941684472584,Neutral,-1
2022-05-03,42.78062538937518,Neutral,-2.704054977332845,-1.8416033333443877,Bearish,-3.5150177227784343,Bearish,172.11858647607383,151.3190493271488,Neutral,-1
2022-05-04,51.75830019156214,Neutral,-2.1646685743929766,-1.9062163815541058,Bearish,0.5755266178938002,Bullish,170.6744917409617,151.8774217111867,Neutral,0
2022-05-05,41.77483714693274,Neutral,-2.440377226156386,-2.013048550474562,Bearish,-6.350026658425239,Bearish,169.9142276272776,151.1621365084646,Neutral,-1
2022-05-06,42.72787771110544,Neutral,-2.5706609126053763,-2.124571022900725,Bearish,-5.811717250583463,Bearish,168.78694576197157,150.85609928197377,Neutral,-1
2022-05-09,38.00211328379615,Neutral,-3.052025774178361,-2.310061973156252,Bearish,-8.494499496117404,Bearish,168.46483762874104,149.43355256901285,Oversold,-1
2022-05-10,41.284503889353346,Neutral,-3.202614799808032,-2.488572538486608,Bearish,-4.359342756500752,Bearish,168.2979721469414,148.52137904934767,Neutral,-1
2022-05-11,34.79780997607634,Neutral,-3.9110739160531978,-2.773072813999926,Bearish,-9.92431765511515,Bearish,168.77140219808302,145.99581581949508,Oversold,-1
2022-05-12,32.1240449789543,Neutral,-4.729968566589832,-3.1644519645179074,Bearish,-8.948056719355753,Bearish,168.88620670251734,143.17381221838107,Oversold,-1
2022-05-13,38.044415178181765,Neutral,-4.96149952262607,-3.5238614761395404,Bearish,-5.9039789160874845,Bearish,168.6582168709246,141.6417358268293,Neutral,-1
2022-05-16,36.850046976051686,Neutral,-5.209246967635664,-3.860938574438765,Bearish,-10.93017815631747,Bearish,168.37025269566635,140.0371340841188,Neutral,-1
2022-05-17,41.51039655902798,Neutral,-5.0543695942139095,-4.099624778393794,Bearish,-5.195483226181775,Bearish,167.1235994821518,139.5259885305435,Neutral,-1
2022-05-18,35.1527278948285,Neutral,-5.534498797568517,-4.386599582228739,Bearish,-10.719855818834946,Bearish,166.4480616749382,137.6341908275032,Neutral,-1
2022-05-19,32.9153279021356,Neutral,-6.119211286411286,-4.733121923065249,Bearish,-13.749811408641952,Bearish,165.95483958520546,135.29895069799764,Oversold,-1
2022-05-20,33.23185263000396,Neutral,-6.488799321514648,-5.084257402755129,Bearish,-17.00269728783459,Bearish,165.75334594338747,133.14917328268675,Neutral,-1
2022-05-23,40.21854912304064,Neutral,-6.2723425564243485,-5.321874433488973,Bearish,-8.57931535707055,Bearish,164.5504213749674,132.4356626094076,Neutral,-1
2022-05-24,38.08067017104426,Neutral,-6.246527147156854,-5.50680497622255,Bearish,-10.757865830489658,Bearish,164.22722981973362,131.16829477743437,Neutral,-1
2022-05-25,38.286240638110165,Neutral,-6.142590655869498,-5.63396211215194,Bearish,-7.589123136677071,Bearish,163.761156346234,130.08204281148082,Neutral,-1
2022-05-26,42.476210704265206,Neutral,-5.735987299463233,-5.654367149614199,Bearish,-6.94454481059582,Bearish,161.7931927384014,130.12484925378612,Neutral,-1
2022-05-27,49.15842939997538,Neutral,-4.893366580917444,-5.502167035874848,Bullish,2.1433201022677792,Bullish,160.93403613926077,130.22073986171577,Neutral,1
2022-05-31,48.33296805036994,Neutral,-4.240048949490671,-5.249743418598014,Bullish,4.40516827524865,Bullish,159.9136193741365,130.36901764978927,Neutral,1
2022-06-01,48.191350970553,Neutral,-3.690046764030342,-4.93780408768448,Bullish,1.087602377298141,Bullish,158.50119888712115,130.74761703084758,Neutral,1
2022-06-02,51.15526267386003,Neutral,-3.021391889923194,-4.554521648132223,Bullish,3.8958442675219125,Bullish,155.23431229174733,132.58521132885815,Neutral,1
2022-06-03,44.72900980310854,Neutral,-2.9194253859342894,-4.227502395692636,Bullish,-2.586455538610368,Bearish,153.7824124057395,132.94206269191673,Neutral,0
2022-06-06,45.68686400642169,Neutral,-2.746779057631045,-3.9313577280803185,Bullish,3.777868968501139,Bullish,151.94481299171784,133.68658349265715,Neutral,1
2022-06-07,48.91111464898921,Neutral,-2.3790502037697365,-3.6208962232182023,Bullish,8.270835880783844,Bullish,151.42589159918455,133.87678937005373,Neutral,1
2022-06-08,48.01529451097466,Neutral,-2.1225374294920414,-3.3212244644729703,Bullish,7.536885187074335,Bullish,150.19210077968873,134.46787846835812,Neutral,1
2022-06-09,42.12203084902628,Neutral,-2.3137938618733074,-3.119738343953038,Bullish,-0.32839064893473796,Bearish,150.0392239762274,134.2420016097101,Neutral,0
2022-06-10,37.049862112432926,Neutral,-2.868565209085318,-3.069503716979494,Bullish,-2.3012390980642414,Bearish,150.39434287154657,133.35407784378546,Neutral,0
2022-06-13,32.97546564208511,Neutral,-3.6814638490717755,-3.1918957433979505,Bearish,-6.14860655075524,Bearish,151.13888538518174,131.11512920222063,Oversold,-1
2022-06-14,34.280063193687226,Neutral,-4.207515896498734,-3.3950197740181074,Bearish,-7.664482297612018,Bearish,151.5311924505559,129.4688136529597,Neutral,-1
2022-06-15,38.20998662044393,Neutral,-4.362722098486842,-3.5885602389118545,Bearish,-9.496122439966017,Bearish,150.97549864206206,128.66943238821136,Neutral,-1
2022-06-16,33.82856101594061,Neutral,-4.854938239491474,-3.841835839027779,Bearish,-12.617573707872436,Bearish,151.64458888728873,126.94454227726206,Neutral,-1
2022-06-17,36.03496801441574,Neutral,-5.067838395791426,-4.087036350380508,Bearish,-11.532500180385178,Bearish,152.00801166424023,126.0129920589043,Neutral,-1
2022-06-21,42.017414686360176,Neutral,-4.839526062571878,-4.237534292818783,Bearish,-10.144856291940968,Bearish,152.04783137602186,125.80440251069689,Neutral,-1
2022-06-22,41.5129170674736,Neutral,-4.646202816803907,-4.319267997615808,Bearish,-6.899200800963981,Bearish,151.91088678612397,125.17991521582918,Neutral,-1
2022-06-23,45.47196301873983,Neutral,-4.213227284435732,-4.298059854979792,Bullish,-5.3852645678841435,Bearish,151.86331659510307,125.02240880772894,Neutral,0
2022-06-24,49.72667282760954,Neutral,-3.56063476453744,-4.150574836891321,Bullish,-4.740742057562217,Bearish,151.9187484381864,125.07883762138391,Neutral,0
2022-06-27,49.72667282760954,Neutral,-3.008767294365981,-3.9222133283862535,Bullish,-4.257880039824939,Bearish,151.76525035123436,125.02432179232032,Neutral,0
2022-06-28,44.69211554414996,Neutral,-2.872424206709013,-3.7122555040508054,Bullish,-3.645555897397209,Bearish,150.66496956644326,124.9275093764278,Neutral,0
2022-06-29,47.13693723380757,Neutral,-2.592757363273762,-3.4883558758953965,Bullish,1.5314102223897543,Bullish,149.62858498459852,125.0209389411827,Neutral,1
2022-06-30,44.187319062111975,Neutral,-2.5405679789495537,-3.298798296506228,Bullish,3.669995869400417,Bullish,148.4516328574816,125.02140333636602,Neutral,1
2022-07-01,47.31342678171626,Neutral,-2.2977405395813832,-3.0985867451212594,Bullish,4.647485585725619,Bullish,146.56259037147333,125.70549739708132,Neutral,1
2022-07-05,50.84210282751736,Neutral,-1.875445243006311,-2.8539584446982698,Bullish,4.526303799311371,Bullish,146.02898583097718,125.86426978425716,Neutral,1
2022-07-06,52.60969822525607,Neutral,-1.416758415663395,-2.5665184388912947,Bullish,9.887759693135925,Bullish,145.49101510433536,126.08628592105526,Neutral,1
2022-07-07,56.826034266985985,Neutral,-0.772764475218878,-2.2077676461568116,Bullish,11.242002394317185,Bullish,144.93420172646634,126.41153039023285,Neutral,1
2022-07-08,57.642469443322696,Neutral,-0.20539487992289196,-1.807293092910028,Bullish,8.221088981947052,Bullish,144.7103260056736,126.54513358905297,Neutral,1
2022-07-11,54.17287821986987,Neutral,0.07160964805385106,-1.4315125447172523,Bullish,7.0336258625164545,Bullish,145.07504318927852,126.3992243888465,Neutral,1
2022-07-12,55.48917897822937,Neutral,0.3653109227595337,-1.0721478512218952,Bullish,5.489240817178524,Bullish,146.01879228521454,126.31208234857452,Neutral,1
2022-07-13,54.85506635814527,Neutral,0.5622966636046272,-0.7452589482565907,Bullish,2.7036334190641678,Bullish,146.57248449556477,127.09383630521648,Neutral,1
2022-07-14,58.92658700888748,Neutral,0.9434803908678475,-0.40751108043170303,Bullish,4.807268089566529,Bullish,147.57976717384417,127.628059059066,Neutral,1
2022-07-15,61.082838320247404,Neutral,1.3644413364817183,-0.05312059704901878,Bullish,9.262211947570917,Bullish,148.90890350574807,127.74524535899803,Neutral,1
2022-07-18,55.37408446809692,Neutral,1.436058286297623,0.24471517962030961,Bullish,5.630991187004056,Bullish,148.82640509059368,129.496809631086,Neutral,1
2022-07-19,60.42387195514287,Neutral,1.7834178486181713,0.552455713419882,Bullish,10.444710878157911,Bullish,149.3724223195629,130.8582905710621,Neutral,1
2022-07-20,62.77845007148328,Neutral,2.1949235097357302,0.8809492726830517,Bullish,10.156221842000225,Bullish,150.64390363980715,131.27157334993893,Neutral,1
2022-07-21,65.2961992353623,Neutral,2.6731263773094724,1.239384693608336,Bullish,9.741466766486306,Bullish,152.08913833404063,131.78878982758044,Overbought,1
2022-07-22,62.800875189549124,Neutral,2.9186992991714362,1.575247614720956,Bullish,7.815555620598261,Bullish,153.19879809249656,132.23142804275736,Neutral,1
2022-07-25,60.54634888269769,Neutral,2.9886046337259415,1.8579190185219532,Bullish,4.509744813283961,Bullish,154.07472479585428,132.46330010648947,Neutral,1
2022-07-26,57.89575329975353,Neutral,2.903645831950911,2.0670643812077447,Bullish,3.1012069191622214,Bullish,154.62791292528013,132.8854461445441,Neutral,1
2022-07-27,64.356141436019,Neutral,3.2102343404880855,2.295698373063813,Bullish,8.228072842063321,Bullish,155.61957646517016,133.79244898649,Neutral,1
2022-07-28,64.98050411762763,Neutral,3.4576874297237623,2.528096184395803,Bullish,7.877416494822059,Bullish,156.6236881348106,134.56631125483784,Neutral,1
2022-07-29,70.16636853661396,Overbought,4.016055581868898,2.8256880638904223,Bullish,11.698402927721787,Bullish,158.15119529865694,135.56938270427275,Overbought,0
2022-08-01,68.06286655098273,Neutral,4.329484034005475,3.126447257913433,Bullish,8.782932133206835,Bullish,159.25322551599166,136.68296070227004,Neutral,1
2022-08-02,64.9188612214449,Neutral,4.4082940133567945,3.3828166090021057,Bullish,6.552573141539457,Bullish,160.00761915917317,137.7389262509831,Neutral,1
2022-08-03,70.83759963066824,Overbought,4.898841786757089,3.6860216445531027,Bullish,12.959782232179373,Bullish,162.00539986378513,138.01856406443753,Overbought,0
2022-08-04,70.17094527697508,Overbought,5.202298768013122,3.989277069245107,Bullish,9.807942839076304,Bullish,163.77918468289272,138.1542412204276,Neutral,1
2022-08-05,69.66281568655279,Neutral,5.362737400847635,4.263969135565613,Bullish,8.193711917563862,Bullish,165.23196904695607,138.5206157919111,Neutral,1
2022-08-08,68.54718269524489,Neutral,5.389700149891468,4.489115338430784,Bullish,6.275524008897423,Bullish,166.13555508925322,139.60195254014133,Neutral,1
2022-08-09,68.60361015389907,Neutral,5.353324409308726,4.661957152606373,Bullish,7.1770394804232795,Bullish,166.86408345694463,140.76612131600461,Neutral,1
2022-08-10,73.09331010995722,Overbought,5.602430964996074,4.850051915084313,Bullish,10.804241684684683,Bullish,168.0848209141483,141.89885828507042,Neutral,1
2022-08-11,71.18999253033385,Overbought,5.6749686540455855,5.015035262876568,Bullish,11.295551392727287,Bullish,169.11807876868292,142.85297683434445,Neutral,1
2022-08-12,74.61630307078909,Overbought,5.9500892403986825,5.202046058380991,Bullish,9.917135285859857,Bullish,170.75650789821626,143.38982999240872,Neutral,1
2022-08-15,75.56138686181642,Overbought,6.1832705362730565,5.398290953959404,Bullish,10.219649852131765,Bullish,171.8677304219955,144.86516752722324,Neutral,1
2022-08-16,75.11927336561475,Overbought,6.282956740593477,5.57522411128622,Bullish,6.621349250982293,Bullish,173.01789668444835,145.90022312756335,Neutral,1
2022-08-17,76.52453919273466,Overbought,6.408598619898015,5.741899013008579,Bullish,8.223901387090658,Bullish,174.34884930278812,146.703671449165,Neutral,1
2022-08-18,75.31897520679792,Overbought,6.402651453779612,5.874049501162785,Bullish,8.988143472553924,Bullish,175.49287983620948,147.42807963644677,Neutral,1
2022-08-19,67.7600760866539,Neutral,6.118880455366536,5.923015692003536,Bullish,3.3878738250570626,Bullish,175.84911193760934,148.80549926844537,Neutral,1
2022-08-22,58.29707864823259,Neutral,5.517208481602097,5.841854249923248,Bearish,1.2018482730213025,Bullish,175.37623479174624,150.73576624585144,Neutral,0
2022-08-23,57.551976641228286,Neutral,4.956286523823223,5.664740704703243,Bearish,1.1369702556912846,Bullish,174.26361776873892,153.4048270554798,Neutral,0
2022-08-24,58.06129403549291,Neutral,4.483851432087249,5.428562850180045,Bearish,1.6133807111858356,Bullish,173.74175055886835,155.00336357687385,Neutral,0
2022-08-25,62.138135996458416,Neutral,4.25856941196983,5.194564162538002,Bearish,3.0984474947071545,Bullish,173.2355759947792,156.77690722055286,Neutral,0
2022-08-26,48.988708568956206,Neutral,3.5311015963078773,4.861871649291977,Bearish,-3.320728782237034,Bearish,173.1426230456036,157.00107660039248,Neutral,-1
2022-08-29,45.37510443733429,Neutral,2.7453302537462037,4.438563370182823,Bearish,-4.219841961458578,Bearish,173.13223286261703,157.02070445427748,Neutral,-1
2022-08-30,41.720593133698266,Neutral,1.9048058444560638,3.9318118650374716,Bearish,-7.664142322173756,Bearish,173.26873962835856,156.79792449517657,Oversold,-1
2022-08-31,39.38337820017556,Neutral,1.0921011533530702,3.3638697227005916,Bearish,-9.221083268923493,Bearish,174.01653982686244,155.19728463602817,Oversold,-1
2022-09-01,40.94345288257348,Neutral,0.5009243333890652,2.7912806448382868,Bearish,-8.70947189509611,Bearish,174.4752613433722,153.98983417664732,Neutral,-1
2022-09-02,37.89207872261562,Neutral,-0.13648055908174683,2.2057284040542804,Bearish,-10.736170338455581,Bearish,175.08702827416076,152.4406801608978,Neutral,-1
2022-09-06,36.164064475998536,Neutral,-0.7346475383312736,1.6176532155771697,Bearish,-11.266154400799904,Bearish,175.7057069489475,150.8060056975369,Neutral,-1
2022-09-07,39.48431950999583,Neutral,-1.0828378512754853,1.0775550022066387,Bearish,-9.071841641299986,Bearish,176.00574370183716,149.6255673333191,Neutral,-1
2022-09-08,37.293145358481844,Neutral,-1.4608707268938304,0.569869856386545,Bearish,-7.823603806298439,Bearish,176.01254471638325,148.16650191447613,Neutral,-1
2022-09-09,43.808160426907506,Neutral,-1.5123063746991363,0.15343461016940874,Bearish,-5.896053811284417,Bearish,175.73414987323338,147.35225912334863,Neutral,-1
2022-09-12,54.42679956179428,Neutral,-1.0603728547094136,-0.08932688280635573,Bearish,-2.4473343873377096,Bearish,174.87989498728572,147.35460818654238,Neutral,-1
2022-09-13,41.168389989971175,Neutral,-1.4459000692471307,-0.3606415200945107,Bearish,-9.521838924670275,Bearish,173.92211165685973,146.41108536462463,Neutral,-1
2022-09-14,43.44272770896908,Neutral,-1.6162500442910357,-0.6117632249338157,Bearish,-5.078831895238936,Bearish,172.6455594107265,145.94649381192977,Neutral,-1
2022-09-15,40.10353448918414,Neutral,-1.961743856031319,-0.8817593511533164,Bearish,-5.5831017537755105,Bearish,170.93322914323267,145.47944633284158,Neutral,-1
2022-09-16,38.30256659061383,Neutral,-2.340974248414028,-1.1736023306054588,Bearish,-5.166460763832087,Bearish,169.04800597725267,145.0605007976497,Neutral,-1
2022-09-19,44.39000521900748,Neutral,-2.315125836714998,-1.4019070318273665,Bearish,-1.7427923614365841,Bearish,167.1822705911179,145.25190604462426,Neutral,-1
2022-09-20,47.93197248577074,Neutral,-2.078804721092098,-1.5372865696803129,Bearish,-0.6710705384008957,Bearish,165.97616165529988,145.40959273923139,Neutral,-1
2022-09-21,43.96888420768722,Neutral,-2.1192200862402046,-1.6536732729922912,Bearish,-1.3413854065607946,Bearish,164.69500504160075,145.36327590322347,Neutral,-1
2022-09-22,42.794593162948736,Neutral,-2.2035481120606164,-1.7636482408059564,Bearish,-1.1583437611672958,Bearish,163.12554745418382,145.4794894720857,Neutral,-1
2022-09-23,40.07746390301212,Neutral,-2.425571339513482,-1.8960328605474617,Bearish,-3.545777483576647,Bearish,160.4083903895068,146.27077678578615,Neutral,-1
